text,sentiment
indonesia kan terkenal dengan gotong royongnya jadi kita saling bantu lewat bpjs,1
minal aidin walfaidzin mohon maaf lahir dan batin mau bagikan sebuah cerita seputar jadi mending diperbaiki kan daripada dihapuskan,1
kenaikan iuran bpjs itu untuk kelas satu dan dua karena tujuan pemerintah itu dengan gotong royong semua tertolong orang kaya bantu orang yang miskin insyaallah akan berkah sampai anak cucu kita amin,1
gaes menurut kalian bpjs mending dihapus atau diperbaiki kalau aku sih jangan sampai dihapus karena sudah merasakan manfaat berobat menggunakan kartu bpjs kesehatan ke rumah sakit,1
pemerintah membuat aturan baru tujuannya adalah untuk berbenah sehingga kedepannya pelayanan yang diterima masyarakat lebih bagus dan berkelanjutan,1
mending di perbaiki saja selama ini masyarakat banyak yang puas pelayanan bpjs kesehatan dan merasakan manfaat juga masyarakat miskin banyak sekali yang terbantu,1
keberlanjutan bpjs untuk kepentingan bersama lebih banyak azas manfaat yang kita terima sudah seharusnya kita dukung keberlanjutannya bpjs kesehatan,1
saya pribadi memilih bpjs kesehatan diperbaiki sebab ada prinsip dengan gotong royong semua tertolong di dalamnya baca lagi deh penjelasannya di gambar berikut,1
kenaikan iuran bpjs hanya untuk kelas satu dan dua saja aturan baru ini tidak akan membebani rakyat miskin dan tidak mampu jutru malah memperluas perlindungan,1
saya yakinnya keberlanjutan bpjs untuk kebaikan bersama jadi pilihan saya bpjs kesehatan diperbaiki lalu juga harus disosialisasikan lagi bagaimana peran negara hadir bantu bpjs sekalian bagaimana pemerintah subsidi bpjs biar gak salah paham,1
kalau sepahaman saya sih mending diperbaiki toh ini pemerintah juga udah bantu iuran peserta bpjs kesehatan seperti yang terlampir di foto yang ekonominya lebih baik tolong bantu ya,1
bersyukur ya ada bpjs kesehatan,1
jika memang memilih untuk dihapus apa sudah mikir untuk jangka panjang bila terjadi sakit dan kebetulan lagi gak punya duit apa yang akan dilakukan pemerintah bantu iuran peserta bpjs kesehatan sehingga masyarakat yang tidak mampu merasakan fasilitas kesehatan,1
pemerintah menaikan iuran bpjs kesehatan kelas satu dan dua agar bisa menutupi biaya karena dengan gotong royong semua tertolong,1
nah ini mencerahkan bpjs kesehatan dengan semangat gotong royong yang kaya membantu yang miskin yang mampu membantu yang tidak mampu,1
nah jadi jelas ya teman teman kenaikan ini tidak membebankan yang tidak mampu doakan pemerintah bisa terus memberi yang terbaik ya,1
coba dicerna dan dipahami kenapa iuran bpjs kesehatan ada kenaikan karena tujuan yang utama adalah untuk meningkatkan mutu dan layanan kepada masyarakat,1
kalo rakyatnya sakit perusahaan bangkrut karena pandemi sopo sing bayar pajak yang paling penting itu pembangunan manusia kesehatan dan pendidikan kalo kuat di bidang ini gampang bayar utang triliun rawatlah bpjs dengan seksama,1
bpjs kesehatan mending dihapus atau diperbaiki kalau kita ak sih diperbaiki ja pasti ada solusinya aminn semangatt yuk lihat lanjutan komiknya,1
dengan di naikannya biaya iuran bpjs itu di harapkan bisa membantu meningkatkan pelayanan medis agar lebih maksimal lagi dukung bpjs kesehatan memberikan layanan terbaik untuk warga yang sakit,1
pemerintah menerbitkan aturan baru tentang iuran bpjs itu gunanya untuk berbenah dan pelayanan makin bagus bpjs kesehatan mendingan mana bpjs tetap melayani dengan kenaikan tarif apa dihapus karena ga mampu beroperasional nih,1
bener banget nih penjelasan pak maman pemerintah menerbitkan aturan baru itu tujuanya untuk berbenah supaya pelayanan bpjs kesehatan semakin bagus dan berlanjut sampai ke anak cucu,1
intinya yang kaya dan pemerintah bantu yang dapat subsidi untuk tetap bisa menikmati fasilitas bpjs kesehatan dengan harga terjangkau toh,1
tapi daripada programnya dihapuskan lebih baik diperbaiki supaya manfaat bisa dirasakan banyak orang terutama golongan bawah,1
karena bpjs kesehatan hadir untuk memberikan jaminan kesehatan memegang prinsip dengan gotong royong semua tertolong kenaikan iuran untuk kelas satu dan dua tidak akan bertambah beban masyarakat miskin,1
alangkah baiknya kita bisa mencari jalan keluar untuk mengatasi permasalahan tersebut,1
karna kita tidak bisa memprediksi kondisi kesehatan kita tiap hari yang bisa dilakukan adalah mengupayakan kondisi tapi sehat dengan atau tanpa tambahan suplemen ekonomi di atas kesehatan bpjs jalan karna subsidi dan iuran,1
bpjs sebaiknya jadi salah satu pilihan bagi masyarakat dalam memperoleh layanan kesehatan misal masyarakat kaya biarkan memilih asuransi lain yang sekiranya dapat layanan lbh memuaskan dan tidak wajib ikut bpjs demikian pula bagi rs dapat menentukan tarif komersil bagi non peserta bpjs,1
solusi untuk kepentingan rakyat dan pemerintah karena kenaikan iuran bpjs kesehatan khususnya kelas tiga sangat berdampak signifikan untuk rakyat inilah yang kita lakukan demi kebaikan bersama,1
ahy sayangkan kenaikan iuran bpjs kesehatan ahy berikan tanggapan soal kenaikan iuran bpjs kesehatan ia menyayangkan putusan jokowi tersebut di tengah pandemi covid menurutnya di masa seperti ini masyarakat membutuhkan fasilitas jaminan kesehatan,0
mau aktifkan kembali ikut serta bpjs kesehatan bisa lunasi tunggakan satu bulan saja,1
bpjs aja udah berapa belum tagihan dan iuran lain harusnya diturunkan,0
bersyukur tahun ini bisa mendapatkan tunjangan hari raya dan pada tahun ini pula gaji bisa naik serta ada tunjangan kesehatan bpjs kenaikan ini telah melalui beberapa tahap dan pertimbangan sesuai dengan kemampuan keuangan daerah,1
kelas peserta bpjs kesehatan segera dihapuskan ini tanggapan anggota komisi dpr ri setuju komisi dpr meminta pemerintah menyiapkan fasilitas kesehatan dan rumah sakit sebelum memutuskan penghapusan kelas peserta bpjs kesehatan,1
ketua harian moi di tengah krisis covid pemerintah harus hemat anggaran dan menunda kenaikan iuran bpjs kesehatan,1
kenaikan iuran bpjs kesehatan masih terjangkau iuran masih lebih rendah daripada manfaat premi yang didapatkan bpjs kesehatan memberikan pelayanan untuk masyarakat,1
kenaikan iuran bpjs lebih kecil dibanding besarnya manfaat yang dirasakan semoga bpjs tetap berlanjut karena keberlanjutan bpjs untuk kebaikan bersama bpjs kesehatan terima kasih pemerintah iuran bpjs negara hadir bantu bpjs pemerintah subsidi bpjs,1
menko airlangga juta warga gratis iuran bpjs kesehatan,1
biaya yang naik adalah kelas satu dan dua jika berat bisa pindah ke kelas tiga akan dapat subsidi manfaat medisnya sama seperti kelas satu layanan bpjs kesehatan untuk kepuasaan masyarakat bpjs kesehatan terima kasih pemerintah iuran bpjs negara hadir bantu bpjs pemerintah subsidi bpjs,1
manfaat medis kelas tiga dan satu itu sama aja hanya berbeda fisik kamar meskipun iuran bpjs naik tapi manfaat medisnya tetap sama dukung bpjs kesehatan memberikan layanan terbaik bpjs kesehatan terima kasih pemerintah iuran bpjs negara hadir bantu bpjs pemerintah subsidi bpjs,1
ternyata ini alasan iuran bpjs kelas dan naik tak lain dan tak bukan demi kesehatan dan kesejahteraan masyarakat indonesia dukung bpjs kesehatan memberikan layanan terbaik bpjs kesehatan terima kasih pemerintah iuran bpjs negara hadir bantu bpjs pemerintah subsidi bpjs,1
kamu selalu bayar bpjs tapi ga pernah merasakan manfaat bpjs uang iuran bs dimanfaatkan untuk orang lainnya yang sakit dengan gotong royong semua tertolong bpjs kesehatan terima kasih pemerintah iuran bpjs negara hadir bantu bpjs pemerintah subsidi bpjs,1
bagi para pengusaha yang baik hati dermawan kenaikan iuran bpjs kesehatan masih terjangkau bpjs kesehatan terima kasih pemerintah iuran bpjs negara hadir bantu bpjs pemerintah subsidi bpjs,1
terima kasih pemerintah iuran bpjs negara hadir bantu bpjs pemerintah subsidi bpjs,1
dukung bpjs kesehatan memberikan layanan terbaik dengan membayar iuran tepat waktu semoga bpjs kesehatan bs terus meringankan beban masyakarat indonesia yang sakit bpjs kesehatan terima kasih pemerintah iuran bpjs negara hadir bantu bpjs pemerintah subsidi bpjs,1
bpjs kesehatan memberikan pelayanan untuk masyarakat semoga pelayanan bpjs semakin meningkat dan banyak masyarakat indonesia yang bisa merasakan manfaat,1
semoga program ini semakin membaik dan bisa diikuti oleh semuanya pelayanan kesehatan seperti bpjs merupakan kebutuhan semua kalangan ya,1
iuran bpjs meski naik tetap ringan karena segudang manfaat yang diterima dengan memiliki bpjs,1
perusahaan merasa iuran bpjs itu ringan dibanding manfaat yang didapat ini membuat setiap yang membayar merasa iuran ringan,1
kalau dilihat dari sini sih iuran bpjs kesehatan masih wajar ya,1
pengusaha merasa kenaikan bpjs masih terjangkau karena biayanya ringan dibanding manfaat yang besar,1
tentu untuk ada kenaikan iuran bpjs kesehatan pemerintah tidak sembaranganan sudah sgitu diperhitungkan nilai dan dampaknya sejumlah pengusaha menilainya positif,1
iuran bpjs kesehatan menurut para pengusaha walaupun naik masih terjangkau ya,1
dengan gotong royong semua tertolong bantu pemerintah dalam mengelola untuk memberikan pelayanan terbaik,1
iuran bpjs kesehatan meski naik dinilai para pengusaha masih wajar dan terjangkau apalagi manfaat banyak dan layanan untuk kepuasan masyarakat,1
pemerintah pastinya udah mengkalkulasi besaran juran bpjs yang akan dikenakan kepada para pengusaha juga masyarakat pada umumnya bersyukur putusan pemerintah ada kenaikan iuran bpjs kesehatan untuk kelas dan kelas di respon positif oleh pengusaha,1
bagi kalangan pengusaha jumlah iuran bpjs kesehatan yang naik saat ini dinilai masih lebih kecil dibanding banyak manfaat yang diterima puas layanan,1
jangan galau lagi karena iuran bpjs ya gaes semua akan baik saja,1
dilansir dari sini kalangan pengusaha mengaku tidak keberatan dg putusan pemerintah yang ada kenaikan iuran bpjs kesehatan bukti dukung bpjs kesehatan beri layanan terbaik,1
kalau kamu bukan peserta mandiri kelas satu dan dua tenang aja ya iuran bpjs kesehatan ga akan terasa berat kok bos kamu aja ga keberatan,1 
bila pengusaha masih merasa bahwa iuran bpjs terjangkau baginya dibanding dengan manfaat yang banyak lantas apa lagi yang diribuntukan,1
kenaikan iuran bpjs tentu harapannya untuk memberikan pelayanan yang lebih maksimal untuk masyarakat semoga semua maksimal untuk kemajuan bersama,1
dalam masa pandemi ini juga jangan dulu mengeluh bpjs dinaikkan biarin lah dulu naik anggap kita bantu kesehatan nasional naik tiga kali lipat juga ikhlasin aja mau protesnya atau apa tunggu nanti pandemi selesai tunggu vaksin sudah ada,1
mas jika kt berobat ke dokter swasta mungkin orang miskin akan berat tapi coba orang yang tidak memiliki biaya lebih itu anda arahkan ke faskes faskes pemerintah insha allah bisa berobat mas untuk apa ada bpjs kesehatan diadakan kalo bukan untuk itu,1
naiknya iuran bpjs untuk kelas satu dan dua semata untuk kesinambungan pelayanan bpjs untuk kelas tiga sama sekali tidak naik karena pemerintah telah memberikan subsidi terima kasih pemerintah tetap komitmen memperhatikan layanan kesehatan yang maksimal untuk setiap warganya,1
iuran bpjs itu yang kelas tiga tetap dapat subsidi lho dengan semangat gotong royong maka bpjs kesehatan tetap akan jalan melayani bangsa ini,1
kelihatannya pengusaha tidak keberatan dan tidak pernah ada yang memengeluh dengan putusan pemerintah yang ada kenaikan iuran bpjs kesehatan iuran bpjs kesehatan saat ini dinilai masih lebih kecil dibanding manfaat yang diterima,1
bpjs kesehatan sedang mengalami defisit keuangan yang sangat besar sehingga kenaikan iuran di tengah pandemi corona dinilai tepat untuk memastikan pelayanan kesehatan tetap diberikan dan berjalan dengan baik,1
saya tidak aktifkan bpjs dan udah dilindungi asuransi kesehatan pas kemarin sakit terus pas lagi covid ekonomi menurun baru kerasa itu penting lebih penting lagi tetap sehat dan jaga kesehatan rekomendasi polis kesehatan selain manulife dong,1
manfaat yang didapat dari bpjs kesehatan lebih tinggi dibanding jumlah iuran,1
iuran bpjs kesehatan sebenarnya tak perlu naik meski terjadi defisit anggaran ada dua pilihan yang mudah dilakukan pemerintah batalkan kartu prakerja alihkan dana rp triliun untuk tambal bpjs,0
kalo anda bukan petugas kesehatan jangan kritis terhadap bpjs deh defisit bpjs itu berdampak besar buat para petugas kesehatan ada yang uang bpjs ga cair hampir berbulan bulan mereka udah dibayar rendah sekarang harus  sama masyarakat yang dedel pandemi covid,1
kenaikan iuran bpjs kesehatan itu demi menjaga kualitas dan kesinambungan jaminan kesehatan selamatkan bpjs sebagai jaminan kesehatan masyarakat,1
pas lagi streaming dan menemukan ini penjelasan kenapa pemerintah ada kenaikan tarif bpjs yang penting bpjs tetap memberi layanan terbaik,1
wah bpjs kesehatan benar hal penting ya bagi kemajuan bangsa dan negara kita ini yuk semua gotong royong untuk membantu,1
yang ramai dianggap zholim adalah naiknya iuran kelas satu dan dua namun pilihan atas kelas ini tidak dipaksa untuk mereka yang memilih ini kalau merasa berat bisa pindah ke kelas tiga intinya program ini sifatnya gotong royong,1
kalaupun bpjs itu pernah ada masalah yang diperbaiki ya sistem nya pelaksanaan nya pengawasan nya bukan mengeluh karena iuran kalaupun iuran mengalami kenaikan kita berdoa saja semoga itu lebih bermanfaat dan lebih menyadarkan kita kalau kesehatan itu mahal,1
saya seorang pejuang kanker kemo radiasi dan tindakan lainnya selama kurang lebih tiga tahun semua biaya dijamin bpjs kesehatan sampai sekarang saya masih bisa bertahan hidup terima kasih tuhan terima kasih bpjs kesehatan,1
lagian sekarang dilindungi biaya kesehatan ke bpjs ga susah banget kok yang penting ada rujukan dan kalaupun parah lagisg ke igd rs besar dan lagisg opname pasti adminnya nanyain pakai bpjs,1
ya kita semua insya allah ridho dan memahami kenaikan iuran bpjs manakala audit kinerja dilakukan terhadap bpjs kesehatan dengan menyertakan rekomendasi auditor jadi sisi objektivitas lebih terbuka karena bagaimanapun juga bpjs ada manfaat,1
karena kenaikan harga iuran bpjs untuk membantu orang lain yang tidak mampu untuk membayar bpjs agar semua orang dapet menikmati fasilitas kesehatan dari pemerintah paham cobalah sekali untuk tidak memengeluh,1
kenapa sih pada males analisa kenapa bpjs kesehatan hr ada kenaikan iuranya coba baca deh utas pak prastow tentang bpjs kesehatan,1
kalau di negara maju ansuransi kesehatan spt bpjs di hitung dari pendapatan orang per orang kalau orang itu pendapatannya kaya maka dia harus dan di paksa oleh pemerintah untuk membayar iuran pajak lebih kalau perorang miskin hampir tidak bayar iuran pajak,1
saya gk merasa keberatan dengan kenaikan bpjs ini karena saya orang kerja dan tidak secara langsung membantu orang yang saat ini butuh pertolongan kesehatan sampai disitu saja dulu,1
dengan gotong royong semua tertolong saya cinta bpjs kesehatan,1
pas dijelasin soal asuransi kesehatan lu masa bodoh jelek in bpjs pas sakit atau orang terusayang sakit lu buru ngurus bpjs pas dah sehat ngga bayar premi sakit lagi buru bayar premi biar bisa dipake terus lu teriak soal defisit pengen tak hih,1
niatkan untuk membantu saudara satu negara biarlah yang lain yang memanfaatkan fasilitas kesehatan yang di sediakan bpjs,1
saya gak keberatan ada kenaikan iuran bpjs tapi persoalan biaya kos tidak akan selesai tanpa perbaikan menyeluruh manajemen internalnya ini kan asuransi di bidang kesehatan saya pikir pengelolanya perbanyak ahli asuransi aktuarist dan ahli keuangan,1
subsidi silang bro canada bayangkan kalau bpjs ga jalan karena ga ada uang berapa banyak orang kurang mampu di indonesia yang ga akan bisa dapat pelayanan kesehatan spt bpjs dan itu sudah pernah terjadi dua tahun lalu yang kacau balau dan banyak rumah sakit menolak pasien karena rumah sakit belum dibayar bpjs,1
pemerintah dapat menawarkan kesempatan ini kepada peserta dengan ketika kelebihan bersedia membayar sesuai aktuaria atau lebih ini untuk menarik peserta yang masih menggunakan asuransi kesehatan lain atau gengsi menggunakan bpjs rs berkelas ga lagi memandang sebelah mata terhadap bpjs kelas ini,1
gausah khawatir om saya tetap bayar bpjs kesehatan berapa pun preminya karena masih jauh lebih murah dari asuransi kesehatan swasta dua kali lipat di lindungilah anggap,1
coba anda konsul ke bpjs jika anda tidak melanjuntukan asuransi bpjs anda apa saja efeknya selain tidak ada manfaat kesehatan,1
saya membayar bpjs di niatkan membantu mereka yang membutuhkan dan semoga kami sekeluarga selalu diberikan kesehatan dan keselamatan,1
naik cuman sembilan belas ribu dari dua ribu tidak belas sampai dua ribu dua puluh aja berat ya demi jaminan kesehatan kalau tidak mampu pake kartu miskin aja ngapain harus gengsi kalau memang tidak mampu mending jujur sama pemerintah daripada anda memaksakan pake bpjs,1
saya pake bpjs kelas satu jalur mandiri semua karyawan aq pake bpjs bpjs terbukti membantu dilindungi kesehatan bayar baru berapa tahun yang sdh dinikmati dr bpjs sdh lebih beratus kali lipat buat saya bpjs naik tidak masalah daripada dibatasi pelayanan malah bisa keluar biaya lebih lagi,1
bener banget kalau saya bersyukur bpjs kesehatan dibayarkan oleh tempat kerja jadi hanya di potong satu persen dari gaji tiap bulan,1
pola pikir soal kesehatan meskipun anda punya kartu bpjs tapi usahakan jangan mau menggunakannya tetaplah sehat atur kesehatan jasmani dan rohanimu karena sehat itu mahal apa gunanya anda kaya tapi kayaayanmu untuk pengobatan sakitmu,1
sudah selayaknya iuran bpjs di naikan supaya tidak ada lagi orang tidak mendapatkan hak konstitusinya menaikan iuran kelas satu dua dan tiga ibarat sedekah dan membantu sesama yang kurang mampu terhadap biaya kesehatan pengobatan dan pelayanan,1
dasar hukum kenaikan bpjs berbeda dengan dasar hukum yang telah dibatalkan ma jadi tetap berlaku hingga ada putusan ma yang membatalkan keren banget rincian kenaikan iuran bpjs kesehatan di tengah corona,1
ini juga terjadi ada ayah saya beliau ikut axa untuk as kesehatan tapi di alihkan k as jiwa dan di bikin ribet sama pihak axa padahal saat itu ayah sedang sakit keras untung keluarga masih ada bpjs,1
harusnya gitu sih kalo lihat data itu sebenarnya agak takjub juga karena peserta bpjs kesehatan ternyata dibiayai oleh pemerintah,1
anda tidak bisa samakan asuransi swasta dengan bpjs asuransi itu perusahaan yang mencari keuntungan sementara bpjs amanat konstitusi untuk memberikan pelayanan kesehatan untuk masyarakat paham,1
kalian mau kritik kenaikan iuran bpjs kesehatan sah sah saja tapi kalau kritik pakai alasan rakyat miskin ya konyol kuadrat karena rakyat miskin gak bayar iuran,1
rasain struk dulu lo pd bru rasain manfaatny bpjs bpjs naik ya anggap ja ni amal buat kesehatan kita berpikirlah yang sehat,1
kalau gituu jangan pusing mikirin bpjs naik mas sudah beruntung anda memiliki jaminan kesehatan lain dr pada yang gk punya yang berharap besar dengan bpjs jangan kritis terhadap sesuatu yang belum tentu valid,1
bpjs naik itu alasannya apa negara hadir itu untuk membantu masyarakat warga dan rakyatnya agar semua kebutuhannya berkaitan dengan pendidikan kesehatan dan kebutuhan nya dipenuhi negara secara gratis indonesia kaya raya mbok dikelola dg baik,1
turun kelas pun tidak menjawab bagaimana cara mereka mendapatkan perlindungan kesehatan disaat krisis ekonomi akibat pandemi menyerang jika ada kata yang kurang berkenan saya minta maaf tapi mohon dipertimbangkan kembali soal kenaikan iuran bpjs kesehatan ini pak jokowi,1
banyak dari kita untuk makan saja mesti memutar otak entah untuk mencukupi diri sendiri atau keluarga saya paham polemik bpjs yang saat ini defisit tapi apakah tidak ada cara lain tanpa asuransi kesehatan dari pemerintah yang satu ini asuransi apalagi yang bisa mereka dapat,1
gini aja deh ya daripada memutar mulu elo udah ngerasain lagisg manfaat bpjs belum kalo iya apa kalo enggak kenapa negara ini kan kompleks sekali ya masalah kesehatan banyak banget harapannya iuran naik pelayanan juga membaik,1
peduli sesama bantu rakyat turunkan harga bbm turunkan tarif listrik turunkan tarif iuran bpjs kesehatan bukannya ngadain konser,1
nah sekarang saya jugatau kesehatan keluarga itu penting tapi kalau uang ga ada gimana minta bantuan ke pemerintah disuruh mandiri jadi aku harus apa kan bingung jadi intinya yang merengek kemahal memang pantas coba kalau bpjs kelas tiga masih dua puluh lima munkin aq bisa usahain,1
kalau jokowi cerdas dan tidak bodoh tentu pilihannya bukan ada kenaikan iuran bpjs kesehatan tetapi pecat semua direksi yang tidak mampu tersebut,1
bukan karena saya mantan staf di bpjs kesehatan tapi ya demi pelayanan kesehatan kita yang memang lebih baik untuk semua,1
indonesia gapunya fasilitas kesehatan cukup salah iuran bpjs dinaikkan buat bikin fasilitas kesehatan di masa depan membaik juga masih salah maunya apasi kita tuh,1
bagus dong biar bpjs mampu membiayai melayani semua keluhan kesehatan masyarakat,1
semua fasilitas terbaik bpjs kesehatan diberikan pemerintah pada masyarakat harapannya agar mereka tetap mendapatkan akses pelanyanan kesehatan terbaik,1
ibu teman sy jatuh di dpn rumahnya tulang retak kalo bayar cash enam puluh juta melayang ganti dengan tulang tiruan yang baru dan operasi siapa yang ganti bpjs kesehatan duit kita semua iuran bulanannya cuma seratus ribu ajah,1
patah tangan ya karena kecelakaan dirumah berobat di rs swasta biayanya jutaan sampai sekarang masih control ke dokter tanpa biaya iya betul yang dilindungi penuh itu bpjs kesehatan udah jelas belum,1
ente sudah belajar konsep asuransi belajar dulu gih sebelum gong bpjs itu salah satu bentuk asuransi kesehatan yang d kelola pemerintah kalau ga percaya bpjs u pake aja allianz atw prudential bayar tu premi nya,1
bpjs program gotong royong ada peserta yang maaf tidak mampu bisa gratis alias dibayar pemerintah ada kis dan lain lainada peserta yang berbayar yang dianggap mampu dan ada tiga kelas tinggal pilih sesuai kemampuan perlu diingat kesehatan itu mahal,1
manajerial memang harus dilakukan agar bpjs tidak tutup yang paling dirugikan kalau bpjs tutup adalah rakyat bawah saya yakin nurani bapak mendukung upaya pemerataan dan peningkatan pelayanan kesehatan ini,1
ni saya tambahin dukungan kpk terbaru terhadap kenaikan iuran bpjs kesehatan,1
demi kesehatan rakyat mari kita dukung bpjs agar sehat keuangannya kesehatan itu harta no satu,1
bukan cuma itu dg perpres yang baru akan memberikan subsidi untuk jutaan lainnya dukung yuk,1
guys walau iuran bpjs akan naik tapi enggak sembaranganan naik kok sebab menurut direksi bpjs kesehatan negara hadir untuk membayarkan iuran jkn jutaan,1
dan informasi ini sebagai pelengkap dimana perpres baru aman mensubsidi jutaan gengs,1
sepatutnya kita pun mendukung apa yang pemerintah putuskan yakin ini semua demi kebaikan kita toh perpres baru akan mensubsidi jutaan peserta,1
kan buat yang miskin kesehatan masih digratiskan dan bpjs yang kelas tiga tidak ada kenaikan jadi sebagai orang yang merasa penting untuk masa depan negara seharusnya anda mendukung pemerintah yang masih peduli dengan orang miskin dong bukan malah ngebela yang masih mampu membayar klas dua dan tiga,1
jaminan kesehatan dan pendidikan itu adalah salah satu cita para pendiri bangsa ini konsep bpjs dengan cara gotong royong harusnya memang didukung dan dipahami keberadaannya agar semua bisa menyadari kewajibannya masing jangan karena kebencian atau sakit hati menutup semua,1
dirut bpjs kesehatan sungguh luar biasa prestasinya meski setiap tahun bpjs kesehatan mengalami defisit tetapi dirut bpjs kesehatan selalu berhasil menyelamatkan bpjs kesehatan agar tidak semakin dalam mengalami defisit keuangan,1
temuan bpkri fair bpk apresiasi terhadap bpjs kesehatan cukup efektif kelola dana bidang kesehatan juga ada sejumlah permasalahan serta rekomendasi potensi beban keuangan mencapai miliaran hingga pembayaran kapitasi belum didasarkan data peserta aktif,1
ganjar yang baru ini dipuji presiden baik dalam menangani corona menanggapi kebijakan jokowi ada kenaikan iuran bpjs kesehatan sebagai putusan yang tidak populer,1
kenaikan bpjs kes kenaikan bpjs kesehatan agar orang tau bahwa kesehatan itu mahal dan artinya lo mesti jaga kesehatan dengan baik mungkin kenaikan ini waktunya kurang dan besaran kenaikannya walah sangat memberatkan dan pastinya shok berat deh di tengah krisis ini,1
bpjs itu ibarat spt asuransi kesehatan untuk jaga jangan smp dipake kl perlu jangan pernah dipake,1
jadi skema penyesuaian besaran iuran bpjs kesehatan seperti tertera berikut ini supaya lebih mudah dipahami,1
bpjs kesehatan tetap selalu memberikan pelayanan yang baik dalam penyesuaian besaran,1
penyesuaian besaran iuran bpjs kesehatan ini demi keberlangsungan layanan kesehatan bagi rakyat kecil,1
iya gapapaa juga iuran bpjs kesehatan naik karena memang harga kesehatan saat ini naik masa orang konsumtif beli barang daring naik dibeli dimana naik harga kesehatan ga mau wabah covid kembali menata ulang mana yang prioritas dalam hidup mana yang hanya konsumtif tetaplah bijaksana,1
mana ada asuransi kesehatan yang mau melindungi kalau preminya rendah gini ini kalau ada biar dia aja provider buat gantikan bpjs kalau ga dinaikkan bakalan bubar itu bpjs kalau bpjs bubar buruknya lebih banyak lebih baik kita mendukung demi kebaikan kita,1
betul sekali walau nilainya tidak besar setidaknya kita bisa bantu misi negara untuk membantu orang miskin dalam akses mendapatkan pelayanan kesehatan tarif bpjs sekarang termurah di dunia kalau kita tidak bantu negara bisa jebol apbn,1
kemarin pemerintahan jokowi maruf ini baru lagi menaikan iuran bpjs kesehatan ditengah pandemi covid membuat pandangan saya ke pemerintahan ini lebih bangga karena mereka bekerja dalam kepentingan rakyat kebanyakan,1
wah kalau ini seperti yang ada di jakarta maka kita patut bergembira saya sudah merasakan kenyamanannya di jakarta saya pernah sekali datang bisa urus passport bpjs ketenagakerjaan dan bpjs kesehatan dalam satu tempat semoga segera terwujud dan hadir di masyarakat badung,1
bersyukurlah ketika diberikan kesehatan yang baik sudah dua kali terbantu karena keberadaan bpjs ini merasa ditolong oleh para pembayar bpjs saat ini membayar bpjs dg ikhlas smg bisa membantu orang lain yang juga membutuhkan smg pengelolaan bpjs semakin baik shg lebih banyak manfaat,1
ya gimana kalau sudah punya rumah tetep dipaksa bayar kan sama kaya kantor saya sudah kerja sama sama asuransi kesehatan third party tetep aja diwajibkan ikut bpjs cost nya sayang tapi saya sangat menikmati pelayanan,1
semangat jaga kesehatan ya tweps karena kesehatan sangat berharga dan mahal harganya tetapi kalau menjadi peserta bpjs setidaknya cukup tenang ya tweps,1
artinya dengan bpjs kesehatan semua masyarakat bisa menikmati perlindungan jaminan kesehatan dengan biaya terjangkau kan prinsip bpjs ialah dengan gotong royong maka semua tertolong,1
bpjs kesehatan tetap mengutamakan kebaikan bersama karena salah satu prinsip yang digunakan adalah gotong royong,1
prinsip bpjs kesehatan yaitu gotong royong membuat semua elemen yang terlibat harus bisa menutup pengeluaran secara bersama sama iuran bpjs,1
sebab ikut serta bpjs kesehatan itu bersifat wajib meskipun kita sudah memiliki jaminan kesehatan lain dalam bentuk asuransi jadi dua kali lipat gitu deh gak papa kan tujuan bpjs kesehatan tuh dg gotong royong semua tertolong iuran bpjs,1
gotong royong iuran bpjs dalam bpjs kesehatan tidak hanya antar kelas melainkan juga lintas elemen asn tni polri pekerja penerima upah dan swasta juga ambil bagian dalam bahu membahu ini,1
bpjs harus dipandang sebagai solusi jangka panjang bagi ketersediaan layanan kesehatan yang mandiri dan berkelanjutan dengan prinsip gotong royong sdh sepatutnya diadakan cuma masalah nya masih banyak masyarakat yang kalo untuk beli rokok n pulsa biasa saja tapi kalo iuran bpjs suka ngomel,1
disini dukung bpjs kesehatan tetap memberikan pelayanan dan kepuasan masyarakat bersama-sama dengan gotong royong semua tertolong,1
subsidi pemerintah untuk kelas tiga mandiri ini adalah sebagi bentuk gotong royong yang diterapkan bpjs kesehatan sehingga semua elemen yang terlibat harus bisa menutup pengeluaran bersama sama iuran bpjs,1
semoga dari kegotong royongan ini bisa menjaga kualitas dan kesinambungan program jaminan kesehatan masyarakat dalam ini bpjs yang sedang berjalan iuran bpjs,1
akhir dari pembahasan bpjs kesehatan ini semoga ini yang terbaik buat kita semua yuk kita saling menolong bergotong royong bersama peserta bpjs iuran bpjs,1
bpjs kesehatan selalu mengutamakan kebaikan bersama karena itu adalah salah satu prinsip yang digunakan gotong royong iuran bpjs,1
prinsip yang dianut bpjs kesehatan adalah gotong royong jadi yang mampu menolong yang tidak mampu dan begitu sebaliknya secara berkesinambungan tak selamanya yang tidak mampu akan berada di keadaan tersebut bukan iuran bpjs,1
prinsip bpjs kesehatan gotong royong semua tertolong ini dengan adanya kenaikan iuran kita bisa menolong dan meningkatkan faslititas bpjs kesehatan iuran bpjs,1
saya belain bpjs sebagai jaring pengaman sosial bidang kesehatan yang harus tetap ada,1
